Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:301, Spawn Jungle Spider
minecraft:spawn_egg:302, Spawn Rosester
minecraft:spawn_egg:303, Spawn Glob
minecraft:spawn_egg:304, Spawn Phantom
minecraft:spawn_egg:305, Spawn Wasp
minecraft:spawn_egg:306, Spawn Bird
minecraft:spawn_egg:307, Spawn Pixie
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
Thaumcraft:blockMetalDevice:1, Arcane Alembic
Thaumcraft:blockMetalDevice:5, Item Grate
Thaumcraft:blockMetalDevice:7, Arcane Lamp
Thaumcraft:blockMetalDevice:8, Lamp of Growth
Thaumcraft:blockMetalDevice:13, Lamp of Fertility
Thaumcraft:blockMetalDevice:9, Alchemical Construct
Thaumcraft:blockMetalDevice:3, Advanced Alchemical Construct
Thaumcraft:blockMetalDevice:12, Mnemonic Matrix
Thaumcraft:blockMetalDevice:14, Vis Relay
Thaumcraft:blockMetalDevice:2, Vis Charge Relay
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
Thaumcraft:blockChestHungry, Hungry Chest
Thaumcraft:blockArcaneDoor, Arcane Door
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
thaumicenergistics:thaumicenergistics.block.essentia.provider, Essentia Provider
thaumicenergistics:thaumicenergistics.block.infusion.provider, Infusion Provider
thaumicenergistics:thaumicenergistics.block.gear.box, Iron Gear Box
thaumicenergistics:thaumicenergistics.block.golem.gear.box, Thaumium Gear Box
thaumicenergistics:thaumicenergistics.block.essentia.cell.workbench, Essentia Cell Workbench
thaumicenergistics:thaumicenergistics.block.arcane.assembler, Arcane Assembler
thaumicenergistics:thaumicenergistics.block.knowledge.inscriber, Knowledge Inscriber
thaumicenergistics:thaumicenergistics.block.essentia.vibration.chamber, Essentia Vibration Chamber
thaumicenergistics:thaumicenergistics.block.distillation.encoder, Distillation Pattern Encoder
ArchimedesShipsPlus:marker, Ship's Helm
ArchimedesShipsPlus:floater, Floater
ArchimedesShipsPlus:balloon:0, Air Balloon
ArchimedesShipsPlus:balloon:1, Orange Air Balloon
ArchimedesShipsPlus:balloon:2, Magenta Air Balloon
ArchimedesShipsPlus:balloon:3, Light Blue Air Balloon
ArchimedesShipsPlus:balloon:4, Yellow Air Balloon
ArchimedesShipsPlus:balloon:5, Lime Air Balloon
ArchimedesShipsPlus:balloon:6, Pink Air Balloon
ArchimedesShipsPlus:balloon:7, Gray Air Balloon
ArchimedesShipsPlus:balloon:8, Silver Air Balloon
ArchimedesShipsPlus:balloon:9, Cyan Air Balloon
ArchimedesShipsPlus:balloon:10, Purple Air Balloon
ArchimedesShipsPlus:balloon:11, Blue Air Balloon
ArchimedesShipsPlus:balloon:12, Brown Air Balloon
ArchimedesShipsPlus:balloon:13, Green Air Balloon
ArchimedesShipsPlus:balloon:14, Red Air Balloon
ArchimedesShipsPlus:balloon:15, Black Air Balloon
ArchimedesShipsPlus:gauge:0, Measurement Gauges
ArchimedesShipsPlus:gauge:1, Measurement Gauges
ArchimedesShipsPlus:seat, Passenger Seat
ArchimedesShipsPlus:buffer, Shore Buffer
ArchimedesShipsPlus:stickyBuffer, Sticky Buffer
ArchimedesShipsPlus:engine, Steam Engine
ArchimedesShipsPlus:crate_wood, Wooden Crate
ArchimedesShipsPlus:anchorPoint, Anchor Point
TwilightForest:tile.TFLog:0, Twilight Oak Wood
TwilightForest:tile.TFLog:1, Canopy Tree Wood
TwilightForest:tile.TFLog:2, Mangrove Wood
TwilightForest:tile.TFLog:3, Darkwood Wood
TwilightForest:tile.TFRoots:0, Roots
TwilightForest:tile.TFRoots:1, Liveroots
TwilightForest:tile.TFLeaves:0, Twilight Oak Leaves
TwilightForest:tile.TFLeaves:1, Canopy Tree Leaves
TwilightForest:tile.TFLeaves:2, Mangrove Leaves
TwilightForest:tile.TFLeaves:3, Rainbow Oak Leaves
TwilightForest:tile.TFFirefly, Firefly
TwilightForest:tile.TFCicada, Cicada
TwilightForest:tile.TFPortal, Twilight Forest Portal
TwilightForest:tile.TFMazestone:0, Mazestone
TwilightForest:tile.TFMazestone:1, Mazestone Brick
TwilightForest:tile.TFMazestone:2, Chiseled Mazestone
TwilightForest:tile.TFMazestone:3, Decorative Mazestone Brick
TwilightForest:tile.TFMazestone:4, Cracked Mazestone Brick
TwilightForest:tile.TFMazestone:5, Mossy Mazestone Brick
TwilightForest:tile.TFMazestone:6, Mazestone Mosaic
TwilightForest:tile.TFMazestone:7, Mazestone Border
TwilightForest:tile.TFHedge:0, Hedge
TwilightForest:tile.TFFireflyJar, Firefly Jar
TwilightForest:tile.TFPlant:3, Moss Patch
TwilightForest:tile.TFPlant:4, Mayapple
TwilightForest:tile.TFPlant:8, Fiddlehead
TwilightForest:tile.TFPlant:9, Mushgloom
TwilightForest:tile.TFPlant:10, Forest Grass
TwilightForest:tile.TFPlant:11, Dried Bush
TwilightForest:tile.TFPlant:13, Torchberry Plant
TwilightForest:tile.TFPlant:14, Root Strands
TwilightForest:tile.TFUncraftingTable, Uncrafting Table
TwilightForest:tile.TFFireJet:0, Smoking block
TwilightForest:tile.TFFireJet:8, Fire Jet
TwilightForest:tile.TFFireJet:1, Encased Smoker
TwilightForest:tile.TFFireJet:11, Encased Fire Jet
TwilightForest:tile.TFNagastone:1, Nagastone Head
TwilightForest:tile.TFNagastone:13, Nagastone
TwilightForest:tile.TFSapling:0, Sickly Twilight Oak Sapling
TwilightForest:tile.TFSapling:1, Canopy Tree Sapling
TwilightForest:tile.TFSapling:2, Twilight Mangrove Sapling
TwilightForest:tile.TFSapling:3, Darkwood Sapling
TwilightForest:tile.TFSapling:4, Robust Twilight Oak Sapling
TwilightForest:tile.TFSapling:5, Tree of Time Sapling
TwilightForest:tile.TFSapling:6, Tree of Transformation Sapling
TwilightForest:tile.TFSapling:7, Miner's Tree Sapling
TwilightForest:tile.TFSapling:8, Sorting Tree Sapling
TwilightForest:tile.TFSapling:9, Rainbow Oak Sapling
TwilightForest:tile.TFMoonworm, Moonworm
TwilightForest:tile.TFMagicLog:0, Timewood
TwilightForest:tile.TFMagicLog:1, Transwood
TwilightForest:tile.TFMagicLog:2, Minewood
TwilightForest:tile.TFMagicLog:3, Sortingwood
TwilightForest:tile.TFMagicLeaves:0, Timewood Leaves
TwilightForest:tile.TFMagicLeaves:1, Leaves of Transformation
TwilightForest:tile.TFMagicLeaves:2, Miner's Leaves
TwilightForest:tile.TFMagicLeaves:3, Sorting Leaves
TwilightForest:tile.TFMagicLogSpecial:0, Timewood Clock
TwilightForest:tile.TFMagicLogSpecial:1, Heart of Transformation
TwilightForest:tile.TFMagicLogSpecial:2, Minewood Core
TwilightForest:tile.TFMagicLogSpecial:3, Sortingwood Engine
TwilightForest:tile.TFTowerStone:0, Towerwood Planks
TwilightForest:tile.TFTowerStone:1, Encased Towerwood
TwilightForest:tile.TFTowerStone:2, Cracked Towerwood
TwilightForest:tile.TFTowerStone:3, Mossy Towerwood
TwilightForest:tile.TFTowerStone:4, Infested Towerwood
TwilightForest:tile.TFTowerDevice:0, Reappearing Block
TwilightForest:tile.TFTowerDevice:2, Vanishing Block
TwilightForest:tile.TFTowerDevice:4, Locked Vanishing Block
TwilightForest:tile.TFTowerDevice:5, Unlocked Vanishing Block
TwilightForest:tile.TFTowerDevice:6, Carminite Builder
TwilightForest:tile.TFTowerDevice:9, Anti-builder
TwilightForest:tile.TFTowerDevice:10, Ghast Trap
TwilightForest:tile.TFTowerDevice:12, Carminite Reactor
TwilightForest:tile.TFTrophy:0, tile.TFTrophy.0.name
TwilightForest:tile.TFShield:0, Stronghold Shield
TwilightForest:tile.TFTrophyPedestal:0, Trophy Pedestal
TwilightForest:tile.TFTrophyPedestal:15, Latent Trophy Pedestal
TwilightForest:tile.TFAuroraBrick, Aurora Block
TwilightForest:tile.TFUnderBrick:0, Underbrick
TwilightForest:tile.TFUnderBrick:1, Mossy Underbrick
TwilightForest:tile.TFUnderBrick:2, Cracked Underbrick
TwilightForest:tile.TFThorns:0, Thorns
TwilightForest:tile.TFThorns:1, Green Thorns
TwilightForest:tile.TFBurntThorns, Burnt Thorns
TwilightForest:tile.TFThornRose, Thorn Rose
TwilightForest:tile.TFLeaves3:0, Thorn Leaves
TwilightForest:tile.TFLeaves3:1, Beanstalk Leaves
TwilightForest:tile.TFDeadrock:0, Weathered Deadrock
TwilightForest:tile.TFDeadrock:1, Cracked Deadrock
TwilightForest:tile.TFDeadrock:2, Deadrock
TwilightForest:tile.DarkLeaves, Darkwood Leaves
TwilightForest:tile.AuroraPillar, Aurora Pillar
TwilightForest:tile.AuroraSlab:0, Aurora Slab
TwilightForest:tile.AuroraDoubleSlab:0, Aurora Slab
TwilightForest:tile.TrollSteinn, Trollsteinn
TwilightForest:tile.WispyCloud, Wispy Cloud
TwilightForest:tile.FluffyCloud, Fluffy Cloud
TwilightForest:tile.GiantCobble, Giant Cobblestone
TwilightForest:tile.GiantLog, Giant Log
TwilightForest:tile.GiantLeaves, Giant Leaves
TwilightForest:tile.GiantObsidian, Giant Obsidian
TwilightForest:tile.UberousSoil, Uberous Soil
TwilightForest:tile.HugeStalk, Huge Stalk
TwilightForest:tile.HugeGloomBlock, Huge Mushgloom
TwilightForest:tile.TrollVidr, Trollvidr
TwilightForest:tile.UnripeTrollBer, Unripe Trollber
TwilightForest:tile.TrollBer, Trollber
TwilightForest:tile.KnightmetalBlock, Block of Knightmetal
TwilightForest:tile.HugeLilyPad, Huge Lily Pad
TwilightForest:tile.HugeWaterLily, Huge Water Lily
TwilightForest:tile.Slider:0, Slide Trap
TwilightForest:tile.Slider:1, Slide Trap 1
TwilightForest:tile.Slider:2, Slide Trap 2
TwilightForest:tile.Slider:3, Slide Trap 3
TwilightForest:tile.CastleBrick:0, Castle Brick
TwilightForest:tile.CastleBrick:1, Worn Castle Brick
TwilightForest:tile.CastleBrick:2, Cracked Castle Brick
TwilightForest:tile.CastleBrick:3, Castle Roof Tile
TwilightForest:tile.CastleMagic:0, Pink Castle Rune Brick
TwilightForest:tile.CastleMagic:1, Blue Castle Rune Brick
TwilightForest:tile.CastleMagic:2, Yellow Castle Rune Brick
TwilightForest:tile.CastleMagic:3, Violet Castle Rune Brick
TwilightForest:tile.ForceField:0, Violet Force Field
TwilightForest:tile.ForceField:1, Pink Force Field
TwilightForest:tile.ForceField:2, Orange Force Field
TwilightForest:tile.ForceField:3, Green Force Field
TwilightForest:tile.ForceField:4, Blue Force Field
chisel:aluminumblock:0, Block of Aluminum
chisel:aluminumblock:1, Block of Aluminum
chisel:aluminumblock:2, Block of Aluminum
chisel:aluminumblock:3, Block of Aluminum
chisel:aluminumblock:4, Block of Aluminum
chisel:aluminumblock:5, Block of Aluminum
chisel:aluminum_stairs.0:0, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.0:8, tile.chisel.aluminum_stairs.0.name
chisel:aluminum_stairs.1:0, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.1:8, tile.chisel.aluminum_stairs.1.name
chisel:aluminum_stairs.2:0, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.2:8, tile.chisel.aluminum_stairs.2.name
chisel:aluminum_stairs.3:0, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.3:8, tile.chisel.aluminum_stairs.3.name
chisel:aluminum_stairs.4:0, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.4:8, tile.chisel.aluminum_stairs.4.name
chisel:aluminum_stairs.5:0, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.5:8, tile.chisel.aluminum_stairs.5.name
chisel:aluminum_stairs.6:0, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.6:8, tile.chisel.aluminum_stairs.6.name
chisel:aluminum_stairs.7:0, tile.chisel.aluminum_stairs.7.name
chisel:aluminum_stairs.7:8, tile.chisel.aluminum_stairs.7.name
chisel:andesite:0, Andesite
chisel:andesite:1, Andesite
chisel:andesite:2, Andesite
chisel:andesite:3, Andesite
chisel:andesite:4, Andesite
chisel:andesite:5, Andesite
chisel:andesite:6, Andesite
chisel:antiBlock:0, Anti Block
chisel:antiBlock:1, Anti Block
chisel:antiBlock:2, Anti Block
chisel:antiBlock:3, Anti Block
chisel:antiBlock:4, Anti Block
chisel:antiBlock:5, Anti Block
chisel:antiBlock:6, Anti Block
chisel:antiBlock:7, Anti Block
chisel:antiBlock:8, Anti Block
chisel:antiBlock:9, Anti Block
chisel:antiBlock:10, Anti Block
chisel:antiBlock:11, Anti Block
chisel:antiBlock:12, Anti Block
chisel:antiBlock:13, Anti Block
chisel:antiBlock:14, Anti Block
chisel:antiBlock:15, Anti Block
chisel:arcane:0, Arcane Stone Block
chisel:arcane:1, Arcane Stone Block
chisel:arcane:2, Arcane Stone Block
chisel:arcane:3, Arcane Stone Block
chisel:arcane:4, Arcane Stone Block
chisel:arcane:5, Arcane Stone Block
chisel:arcane:6, Arcane Stone Block
chisel:arcane:7, Arcane Stone Block
chisel:arcane:8, Arcane Stone Block
chisel:arcane:9, Arcane Stone Block
chisel:arcane:10, Arcane Stone Block
chisel:arcane:11, Arcane Stone Block
chisel:autoChisel, Auto Chisel
chisel:beacon:0, Beacon
chisel:bookshelf:1, Bookshelf
chisel:bookshelf:2, Bookshelf
chisel:bookshelf:3, Bookshelf
chisel:bookshelf:4, Bookshelf
chisel:bookshelf:5, Bookshelf
chisel:bookshelf:6, Bookshelf
chisel:bookshelf:7, Bookshelf
chisel:bookshelf:8, Bookshelf
chisel:brickCustom:1, Brick Block
chisel:brickCustom:2, Brick Block
chisel:brickCustom:3, Brick Block
chisel:brickCustom:5, Brick Block
chisel:brickCustom:6, Brick Block
chisel:bronzeblock:0, Block of Bronze
chisel:bronzeblock:1, Block of Bronze
chisel:bronzeblock:2, Block of Bronze
chisel:bronzeblock:3, Block of Bronze
chisel:bronzeblock:4, Block of Bronze
chisel:bronzeblock:5, Block of Bronze
chisel:carpet_block:0, Carpet
chisel:carpet_block:1, Carpet
chisel:carpet_block:2, Carpet
chisel:carpet_block:3, Carpet
chisel:carpet_block:4, Carpet
chisel:carpet_block:5, Carpet
chisel:carpet_block:6, Carpet
chisel:carpet_block:7, Carpet
chisel:carpet_block:8, Carpet
chisel:carpet_block:9, Carpet
chisel:carpet_block:10, Carpet
